SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000088,26,2015-03-29,7,2015-04-12,100000024,P,I,D,500000088,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000088,26,2015-03-29,7,2015-04-12,100000024,P,I,D,500000088,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000089,3,2015-03-30,2,2015-04-13,100000024,N,I,I,500000089,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000089,3,2015-03-30,2,2015-04-13,100000024,N,I,I,500000089,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000090,17,2015-03-31,5,2015-04-14,100000021,N,I,I,500000090,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000090,17,2015-03-31,5,2015-04-14,100000021,N,I,I,500000090,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000091,25,2015-04-01,18,2015-04-15,100000019,N,I,I,500000091,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000091,25,2015-04-01,18,2015-04-15,100000019,N,I,I,500000091,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000092,22,2015-04-02,29,2015-04-16,100000025,X,I,I,500000092,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000092,22,2015-04-02,29,2015-04-16,100000025,X,I,I,500000092,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000093,15,2015-04-03,9,2015-04-17,100000022,X,I,I,500000093,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000093,15,2015-04-03,9,2015-04-17,100000022,X,I,I,500000093,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000094,29,2015-04-04,31,2015-04-18,100000026,C,P,D,500000094,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000094,29,2015-04-04,31,2015-04-18,100000026,C,P,D,500000094,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000095,27,2015-04-05,18,2015-04-19,100000026,X,I,I,500000095,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000095,27,2015-04-05,18,2015-04-19,100000026,X,I,I,500000095,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000096,26,2015-04-06,29,2015-04-20,100000025,C,P,D,500000096,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000096,26,2015-04-06,29,2015-04-20,100000025,C,P,D,500000096,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000097,20,2015-04-07,27,2015-04-21,100000021,P,P,D,500000097,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000097,20,2015-04-07,27,2015-04-21,100000021,P,P,D,500000097,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000098,16,2015-04-08,16,2015-04-22,100000024,C,P,D,500000098,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000098,16,2015-04-08,16,2015-04-22,100000024,C,P,D,500000098,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000099,15,2015-04-09,18,2015-04-23,100000022,X,I,I,500000099,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000099,15,2015-04-09,18,2015-04-23,100000022,X,I,I,500000099,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000100,5,2015-04-10,32,2015-04-24,100000012,X,I,I,500000100,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000100,5,2015-04-10,32,2015-04-24,100000012,X,I,I,500000100,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000101,1,2015-04-11,21,2015-04-25,100000011,X,I,I,500000101,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000101,1,2015-04-11,21,2015-04-25,100000011,X,I,I,500000101,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000102,8,2015-04-12,14,2015-04-26,100000015,P,I,I,500000102,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000102,8,2015-04-12,14,2015-04-26,100000015,P,I,I,500000102,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000103,6,2015-04-13,28,2015-04-27,100000013,N,I,I,500000103,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000103,6,2015-04-13,28,2015-04-27,100000013,N,I,I,500000103,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000104,11,2015-04-14,18,2015-04-28,100000013,C,P,D,500000104,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000104,11,2015-04-14,18,2015-04-28,100000013,C,P,D,500000104,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000105,14,2015-04-15,8,2015-04-29,100000014,X,I,I,500000105,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000105,14,2015-04-15,8,2015-04-29,100000014,X,I,I,500000105,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000106,29,2015-04-16,23,2015-04-30,100000016,C,P,D,500000106,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000106,29,2015-04-16,23,2015-04-30,100000016,C,P,D,500000106,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000107,2,2015-04-17,2,2015-05-01,100000017,C,P,D,500000107,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000107,2,2015-04-17,2,2015-05-01,100000017,C,P,D,500000107,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000108,3,2015-04-18,23,2015-05-02,100000018,P,I,D,500000108,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000108,3,2015-04-18,23,2015-05-02,100000018,P,I,D,500000108,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000109,17,2015-04-19,25,2015-05-03,100000012,P,I,I,500000109,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000109,17,2015-04-19,25,2015-05-03,100000012,P,I,I,500000109,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000110,23,2015-04-20,2,2015-05-04,100000011,P,I,D,500000110,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000110,23,2015-04-20,2,2015-05-04,100000011,P,I,D,500000110,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000111,5,2015-04-21,12,2015-05-05,100000017,N,I,I,500000111,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000111,5,2015-04-21,12,2015-05-05,100000017,N,I,I,500000111,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000112,13,2015-04-22,24,2015-05-06,100000015,X,I,I,500000112,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000112,13,2015-04-22,24,2015-05-06,100000015,X,I,I,500000112,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000113,24,2015-04-23,31,2015-05-07,100000013,N,I,I,500000113,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000113,24,2015-04-23,31,2015-05-07,100000013,N,I,I,500000113,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000114,32,2015-04-24,12,2015-05-08,100000013,X,I,I,500000114,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000114,32,2015-04-24,12,2015-05-08,100000013,X,I,I,500000114,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000115,5,2015-04-25,27,2015-05-09,100000014,P,I,I,500000115,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000115,5,2015-04-25,27,2015-05-09,100000014,P,I,I,500000115,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000116,22,2015-04-26,14,2015-05-10,100000017,N,I,I,500000116,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000116,22,2015-04-26,14,2015-05-10,100000017,N,I,I,500000116,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000117,3,2015-04-27,27,2015-05-11,100000015,P,P,D,500000117,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000117,3,2015-04-27,27,2015-05-11,100000015,P,P,D,500000117,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000118,30,2015-04-28,31,2015-05-12,100000011,P,I,D,500000118,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000118,30,2015-04-28,31,2015-05-12,100000011,P,I,D,500000118,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000119,29,2015-04-29,9,2015-05-13,100000018,N,I,I,500000119,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000119,29,2015-04-29,9,2015-05-13,100000018,N,I,I,500000119,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000120,28,2015-04-30,7,2015-05-14,100000012,X,I,I,500000120,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000120,28,2015-04-30,7,2015-05-14,100000012,X,I,I,500000120,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000121,22,2015-05-01,14,2015-05-15,100000011,X,I,I,500000121,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000121,22,2015-05-01,14,2015-05-15,100000011,X,I,I,500000121,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000122,13,2015-05-02,14,2015-05-16,100000013,N,I,I,500000122,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000122,13,2015-05-02,14,2015-05-16,100000013,N,I,I,500000122,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000123,27,2015-05-03,9,2015-05-17,100000014,X,I,I,500000123,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000123,27,2015-05-03,9,2015-05-17,100000014,X,I,I,500000123,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000124,11,2015-05-04,3,2015-05-18,100000015,C,P,D,500000124,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000124,11,2015-05-04,3,2015-05-18,100000015,C,P,D,500000124,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000125,13,2015-05-05,4,2015-05-19,100000016,C,P,D,500000125,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000125,13,2015-05-05,4,2015-05-19,100000016,C,P,D,500000125,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000126,28,2015-05-06,14,2015-05-20,100000016,C,P,D,500000126,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000126,28,2015-05-06,14,2015-05-20,100000016,C,P,D,500000126,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000127,21,2015-05-07,2,2015-05-21,100000016,C,P,D,500000127,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000127,21,2015-05-07,2,2015-05-21,100000016,C,P,D,500000127,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000128,16,2015-05-08,15,2015-05-22,100000014,X,I,I,500000128,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000128,16,2015-05-08,15,2015-05-22,100000014,X,I,I,500000128,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000129,28,2015-05-09,21,2015-05-23,100000017,C,P,D,500000129,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000129,28,2015-05-09,21,2015-05-23,100000017,C,P,D,500000129,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000130,12,2015-05-10,33,2015-05-24,100000013,C,P,D,500000130,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000130,12,2015-05-10,33,2015-05-24,100000013,C,P,D,500000130,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000131,11,2015-05-11,2,2015-05-25,100000017,P,P,D,500000131,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000131,11,2015-05-11,2,2015-05-25,100000017,P,P,D,500000131,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000132,32,2015-05-12,2,2015-05-26,100000013,P,I,D,500000132,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000132,32,2015-05-12,2,2015-05-26,100000013,P,I,D,500000132,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000133,5,2015-05-13,32,2015-05-27,100000018,C,P,D,500000133,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000133,5,2015-05-13,32,2015-05-27,100000018,C,P,D,500000133,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000134,2,2015-05-14,22,2015-05-28,100000012,P,P,I,500000134,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000134,2,2015-05-14,22,2015-05-28,100000012,P,P,I,500000134,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000135,8,2015-05-15,5,2015-05-29,100000011,N,I,I,500000135,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000135,8,2015-05-15,5,2015-05-29,100000011,N,I,I,500000135,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000136,33,2015-05-16,20,2015-05-30,100000016,X,I,I,500000136,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000136,33,2015-05-16,20,2015-05-30,100000016,X,I,I,500000136,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000137,24,2015-05-17,31,2015-05-31,100000015,P,I,D,500000137,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000137,24,2015-05-17,31,2015-05-31,100000015,P,I,D,500000137,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000138,24,2015-05-18,4,2015-06-01,100000013,C,P,D,500000138,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000138,24,2015-05-18,4,2015-06-01,100000013,C,P,D,500000138,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000139,15,2015-05-19,17,2015-06-02,100000013,P,P,D,500000139,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000139,15,2015-05-19,17,2015-06-02,100000013,P,P,D,500000139,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000140,18,2015-05-20,17,2015-06-03,100000014,C,P,D,500000140,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000140,18,2015-05-20,17,2015-06-03,100000014,C,P,D,500000140,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000141,18,2015-05-21,1,2015-06-04,100000017,P,I,I,500000141,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000141,18,2015-05-21,1,2015-06-04,100000017,P,I,I,500000141,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000142,7,2015-05-22,13,2015-06-05,100000011,P,I,D,500000142,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000142,7,2015-05-22,13,2015-06-05,100000011,P,I,D,500000142,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000143,10,2015-05-23,30,2015-06-06,100000015,P,P,I,500000143,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000143,10,2015-05-23,30,2015-06-06,100000015,P,P,I,500000143,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000144,11,2015-05-24,21,2015-06-07,100000018,X,I,I,500000144,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000144,11,2015-05-24,21,2015-06-07,100000018,X,I,I,500000144,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000145,2,2015-05-25,12,2015-06-08,100000012,P,I,D,500000145,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000145,2,2015-05-25,12,2015-06-08,100000012,P,I,D,500000145,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000146,5,2015-05-26,16,2015-06-09,100000011,P,P,I,500000146,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000146,5,2015-05-26,16,2015-06-09,100000011,P,P,I,500000146,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000147,24,2015-05-27,9,2015-06-10,100000014,N,I,I,500000147,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000147,24,2015-05-27,9,2015-06-10,100000014,N,I,I,500000147,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000148,16,2015-05-28,22,2015-06-11,100000013,C,P,D,500000148,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000148,16,2015-05-28,22,2015-06-11,100000013,C,P,D,500000148,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000149,19,2015-05-29,2,2015-06-12,100000015,C,P,D,500000149,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000149,19,2015-05-29,2,2015-06-12,100000015,C,P,D,500000149,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000150,4,2015-05-30,20,2015-06-13,100000028,P,P,I,500000150,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000150,4,2015-05-30,20,2015-06-13,100000028,P,P,I,500000150,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000151,32,2015-05-31,4,2015-06-14,100000030,C,P,D,500000151,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000151,32,2015-05-31,4,2015-06-14,100000030,C,P,D,500000151,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000152,1,2015-06-01,17,2015-06-15,100000031,N,I,I,500000152,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000152,1,2015-06-01,17,2015-06-15,100000031,N,I,I,500000152,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000153,10,2015-06-02,5,2015-06-16,100000032,N,I,I,500000153,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000153,10,2015-06-02,5,2015-06-16,100000032,N,I,I,500000153,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000154,32,2015-06-03,4,2015-06-17,100000032,C,P,D,500000154,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000154,32,2015-06-03,4,2015-06-17,100000032,C,P,D,500000154,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000155,12,2015-06-04,4,2015-06-18,100000033,C,P,D,500000155,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000155,12,2015-06-04,4,2015-06-18,100000033,C,P,D,500000155,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000156,31,2015-06-05,26,2015-06-19,100000034,X,I,I,500000156,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000156,31,2015-06-05,26,2015-06-19,100000034,X,I,I,500000156,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000157,3,2015-06-06,11,2015-06-20,100000035,X,I,I,500000157,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000157,3,2015-06-06,11,2015-06-20,100000035,X,I,I,500000157,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000158,14,2015-06-07,6,2015-06-21,100000027,X,I,I,500000158,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000158,14,2015-06-07,6,2015-06-21,100000027,X,I,I,500000158,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000159,7,2015-06-08,14,2015-06-22,100000028,P,I,I,500000159,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000159,7,2015-06-08,14,2015-06-22,100000028,P,I,I,500000159,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000160,1,2015-06-09,3,2015-06-23,100000030,X,I,I,500000160,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000160,1,2015-06-09,3,2015-06-23,100000030,X,I,I,500000160,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000161,19,2015-06-10,12,2015-06-24,100000035,X,I,I,500000161,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000161,19,2015-06-10,12,2015-06-24,100000035,X,I,I,500000161,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000162,23,2015-06-11,10,2015-06-25,100000031,P,P,I,500000162,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000162,23,2015-06-11,10,2015-06-25,100000031,P,P,I,500000162,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000163,12,2015-06-12,11,2015-06-26,100000032,C,P,D,500000163,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000163,12,2015-06-12,11,2015-06-26,100000032,C,P,D,500000163,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000164,9,2015-06-13,28,2015-06-27,100000032,X,I,I,500000164,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000164,9,2015-06-13,28,2015-06-27,100000032,X,I,I,500000164,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000165,27,2015-06-14,2,2015-06-28,100000033,X,I,I,500000165,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000165,27,2015-06-14,2,2015-06-28,100000033,X,I,I,500000165,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000166,18,2015-06-15,11,2015-06-29,100000035,C,P,D,500000166,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000166,18,2015-06-15,11,2015-06-29,100000035,C,P,D,500000166,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000167,1,2015-06-16,15,2015-06-30,100000031,X,I,I,500000167,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000167,1,2015-06-16,15,2015-06-30,100000031,X,I,I,500000167,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000168,31,2015-06-17,12,2015-07-01,100000030,N,I,I,500000168,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000168,31,2015-06-17,12,2015-07-01,100000030,N,I,I,500000168,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000169,31,2015-06-18,12,2015-07-02,100000027,N,I,I,500000169,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000169,31,2015-06-18,12,2015-07-02,100000027,N,I,I,500000169,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000170,6,2015-06-19,29,2015-07-03,100000028,C,P,D,500000170,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000170,6,2015-06-19,29,2015-07-03,100000028,C,P,D,500000170,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000171,9,2015-06-20,5,2015-07-04,100000030,X,I,I,500000171,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000171,9,2015-06-20,5,2015-07-04,100000030,X,I,I,500000171,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000172,33,2015-06-21,23,2015-07-05,100000032,P,P,I,500000172,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000172,33,2015-06-21,23,2015-07-05,100000032,P,P,I,500000172,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000173,17,2015-06-22,15,2015-07-06,100000033,X,I,I,500000173,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000173,17,2015-06-22,15,2015-07-06,100000033,X,I,I,500000173,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000174,4,2015-06-23,15,2015-07-07,100000031,C,P,D,500000174,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000174,4,2015-06-23,15,2015-07-07,100000031,C,P,D,500000174,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000175,30,2015-06-24,5,2015-07-08,100000034,N,I,I,500000175,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000175,30,2015-06-24,5,2015-07-08,100000034,N,I,I,500000175,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000176,7,2015-06-25,8,2015-07-09,100000034,C,P,D,500000176,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000176,7,2015-06-25,8,2015-07-09,100000034,C,P,D,500000176,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000177,2,2015-06-26,7,2015-07-10,100000034,C,P,D,500000177,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000177,2,2015-06-26,7,2015-07-10,100000034,C,P,D,500000177,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
